# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 98, mean observations per image: 0.0
0 0.6527587382617137 0.6667106712864672 0.34894551775621835 -0.08740672773630519 -0.7546689510345459 0.8381020426750183 4.119839668273926 0 image00000000.png

1 0.5742223336100324 0.7381575209861833 0.3149362704429899 -0.16188678560784697 -0.07989338040351868 0.6695898771286011 3.853541851043701 0 image00000001.png

2 0.26081334372236886 0.5386046095791821 0.6959968121259191 -0.3968247872638156 2.976686716079712 0.48383378982543945 1.8772891759872437 0 image00000002.png

3 0.41109100986622676 0.5850043090653029 0.5808245200357046 -0.3891233954769189 2.476212501525879 0.5391849279403687 3.4509763717651367 0 image00000003.png

4 0.4303855571874777 0.8481231659123136 0.18195825277525488 -0.2496929351308822 0.451817125082016 -0.1071091890335083 3.1632494926452637 0 image00000004.png

5 0.2795418394525005 0.8256890562897945 -0.4655469996170656 0.1528395677379684 -1.020495057106018 0.8742517828941345 1.2438446283340454 0 image00000005.png

6 0.19752295845533707 0.40070566043160505 0.7894583547807317 -0.42092179873228563 1.3915494680404663 1.0428693294525146 1.2088751792907715 0 image00000006.png

7 0.24297961224981285 0.44560906111396875 0.7684361589487888 -0.3897426616423837 2.2364413738250732 0.5338506102561951 1.9152467250823975 0 image00000007.png

8 0.4972106012104026 0.45831099986476703 0.6045477290042122 -0.4210162571716172 1.1092231273651123 1.35700261592865 3.7840113639831543 0 image00000008.png

9 0.2944846588657407 0.3460142665883134 0.6606500199498628 -0.5975738148131374 2.1740469932556152 1.2194269895553589 3.4279651641845703 0 image00000009.png

10 0.369045278153151 0.3666120159964892 0.688368047929274 -0.5055201707052789 1.4459134340286255 1.215165138244629 3.2618231773376465 0 image00000010.png

11 0.41066170123801027 0.5948402781112471 0.6144919069615238 -0.3161039495982731 -0.08203873038291931 0.2949812412261963 3.2397584915161133 0 image00000011.png

12 0.39007020270233167 0.7244540688446643 0.5026392711892145 -0.26526458896081007 0.598226010799408 -0.3323138952255249 3.6256449222564697 0 image00000012.png

13 0.13066000866203556 0.09173370135358538 0.8035177916690769 -0.5734736686576446 2.9548468589782715 1.6364766359329224 1.082265853881836 0 image00000013.png

14 0.15895283951478606 0.3088389303292074 0.748820125840508 -0.5644651708117193 2.953418016433716 0.4181721806526184 2.4234132766723633 0 image00000014.png

15 0.24698037883333396 0.462426690037753 0.7168236211191853 -0.4597022351671237 1.2513062953948975 0.09458506107330322 3.3394570350646973 0 image00000015.png

16 0.16716669587311714 0.36524040106292954 0.7464837154885003 -0.5304873304167956 2.5407679080963135 0.4909358024597168 2.6077404022216797 0 image00000016.png

17 0.4129150474484836 0.6769527564608436 0.4723217374386554 -0.38490038380548824 0.15108825266361237 0.3110489845275879 4.124124526977539 0 image00000017.png

18 0.35708659071812343 0.5835382469017774 0.618087090465396 -0.3872216803487756 0.6800789833068848 0.3911217451095581 3.1483845710754395 0 image00000018.png

19 0.2751298605886686 0.33943417550539245 0.7185707033597524 -0.5410583559880626 2.130025863647461 1.0022778511047363 3.0874900817871094 0 image00000019.png

20 0.28696909044184826 0.3672212860024722 0.7017389328175627 -0.5388503859196325 2.097768783569336 1.1618621349334717 2.762120485305786 0 image00000020.png

21 0.12048309548277553 0.11104109604605392 0.8217790835494536 -0.5457406311906782 1.9871912002563477 1.2808635234832764 1.4375855922698975 0 image00000021.png

22 -0.1605235184227031 -0.36799021260909687 0.7971354997502388 -0.45098824651541064 1.6383262872695923 2.050520896911621 -0.23074227571487427 0 image00000022.png

23 0.12883091494573634 0.1937650842734824 0.841128272440481 -0.48822220020399176 2.9289817810058594 0.711209774017334 2.4034039974212646 0 image00000023.png

24 0.28108015518173696 0.6743631396555115 -0.5902687865966472 0.34323616040081434 -0.6682711839675903 2.781130075454712 -1.2532620429992676 0 image00000024.png

25 0.5044492182820183 0.6314922874771082 -0.48436178580360056 0.3348763017663945 -1.8515609502792358 2.0586509704589844 -0.6674884557723999 0 image00000025.png

26 0.5037154223292832 0.6093564055866858 -0.5268856441038641 0.3120049075180751 -1.7608622312545776 1.9040110111236572 0.8881126046180725 0 image00000026.png

27 0.5172457816543286 0.6000744908086693 -0.5151027589430947 0.3271644151962907 -0.5634112358093262 1.7742871046066284 0.5943236947059631 0 image00000027.png

28 0.511323934168367 0.6364656607286135 -0.5283443295024056 0.23304842102560264 -1.5469996929168701 1.9564059972763062 1.1812708377838135 0 image00000028.png

29 0.4599357948353867 0.6565606641120834 -0.4871131718846485 0.3465658909158806 -1.3321518898010254 1.577121376991272 0.2884328365325928 0 image00000029.png

30 -0.17846577907855915 -0.28218348281650113 0.7439231744270403 -0.5788788804869528 1.0516018867492676 1.8645724058151245 -0.8093863725662231 0 image00000030.png

31 0.26994022493520203 0.3353399104921333 0.6579231761807505 -0.6179130308039261 1.9654203653335571 1.1561061143875122 2.6484689712524414 0 image00000031.png

32 0.39240172445044286 0.49916507899035756 0.5824941623122346 -0.5074994201346804 1.9762269258499146 0.9007152318954468 3.7457399368286133 0 image00000032.png

33 0.19212614799645208 0.28068082820117435 0.686112829538427 -0.6430824216841272 1.9652220010757446 1.1042513847351074 2.0260250568389893 0 image00000033.png

34 0.09334513312769462 0.21584673935896637 0.8173729980562033 -0.5259260910794301 2.69195818901062 0.6269974708557129 2.0897789001464844 0 image00000034.png

35 0.18846892413305183 0.7208389004079251 -0.6318717863192557 0.21356214540160431 -0.2648650109767914 3.132911205291748 0.12680327892303467 0 image00000035.png

37 0.36152424947472744 0.4867766954856954 0.615980624800019 -0.5029080787228813 1.6829701662063599 0.8408684134483337 3.4226303100585938 0 image00000037.png

38 0.2812440314148898 0.315951321886781 0.7292123120646711 -0.5378902870705075 2.3939003944396973 1.5054177045822144 2.0868589878082275 0 image00000038.png

39 0.5003945677156203 0.5065638566967113 0.5690801774908084 -0.41127373764474834 1.0559827089309692 1.3229998350143433 3.885526657104492 0 image00000039.png

40 0.3697378234069038 0.5804738688329006 0.558949122234665 -0.4625147654914244 0.26269981265068054 1.0643811225891113 2.623856782913208 0 image00000040.png

41 0.22430235992709052 0.3910805606634153 0.6701994001746828 -0.5895567915034328 1.4150831699371338 0.936124324798584 2.2481935024261475 0 image00000041.png

42 0.23632923394957644 0.5555788379912676 0.6795027755482307 -0.4168412479341866 1.1489989757537842 0.6719166040420532 1.8124510049819946 0 image00000042.png

43 0.31457814927742617 0.49218458096811907 0.6272319168148948 -0.5151456578319761 2.2176930904388428 1.0150126218795776 2.1783254146575928 0 image00000043.png

44 -0.19894684246453526 -0.3697681136328464 0.7615764519371109 -0.493652715852632 -0.15681412816047668 2.0309295654296875 -0.5189151763916016 0 image00000044.png

45 0.4128616283482051 0.40057609304848807 0.6480817629533064 -0.4990732391573523 1.4926725625991821 1.247283697128296 2.237781286239624 0 image00000045.png

46 0.44689180331286615 0.5769315565257517 0.5160099805734566 -0.448521343043036 0.3204543888568878 0.8249666690826416 2.9363677501678467 0 image00000046.png

47 0.471806351775809 0.8092417043635047 0.30311454677779326 -0.17506627851915016 -0.19112195074558258 0.07016217708587646 2.9865362644195557 0 image00000047.png

48 -0.1327124723259873 -0.1933798314880578 0.7739774729861207 -0.5881755790346903 0.7538334727287292 1.8168787956237793 -0.7638441324234009 0 image00000048.png

49 0.3803700703786757 0.39170914901386905 0.7170330925240077 -0.43329677631435193 1.9397401809692383 1.2669739723205566 1.8045521974563599 0 image00000049.png

50 0.31959164878046864 0.4527361885832915 0.6944809806302696 -0.4588979070770261 1.4744259119033813 0.8320481777191162 1.9587253332138062 0 image00000050.png

51 0.012569714175795386 0.05542136845690496 0.7958639997250619 -0.602802594673853 1.2026317119598389 1.5429188013076782 -0.06068351864814758 0 image00000051.png

52 -0.2738394281302089 -0.30199283026541746 0.6675168398849431 -0.6230839161297795 0.2676466405391693 1.3561162948608398 -0.08396343886852264 0 image00000052.png

